Name,Address,Contributor,Tags,Business Hours,Tel,Mail,website,Description,Business Type,Latitude and Longitude;;;;;
"fablab genk,""Media & Design Academie, C-mine 5, 3600 Genk, Belgium"",Tom De Weyer,""electronics, fabrication, pcb, plastic, tools, wood, laser cutting, 3D printing, hardware"",see website,3211268424,tom.deweyer@uhasselt.be,www.fablabgenk.be,Fablab genk is located inside of the mad-faculty building on the c-mine site in Genk Belgium,Makerspace,""50.96208499999999,5.501736""";;;;;
"Metro Electronics,""1831 J Street Sacramento, CA 95814"",Eddie Groshev,""supplier, electronics, retail"",Monday thru Friday 7:30 a.m. to 5 p.m";" Saturday 9 a.m. to 3 p.m,(916) 442-1512,,http://www.metro-electronics.com/,""It's a full line stocking distributor of electronic parts. If they dont have it something in the store, they will order it for you. Their business is designed to accommodate the industry as well as individuals. The prices are great!"",Store,""38.5772364,-121.4813928""";;;;
"AS220 Industries,""40 Lucie Way, Providence, RI"",Anna Kaziunas France,""electronics, fabrication, art, fabric / textiles, pcb, makerspace, plastic, composites, machining, coworking, tools, wood, laser cutting, 3D printing, paint, Digital Fabrication"",11am-10pm,401-831-9327,James@as220.org,http://as220.org/labs,""AS220 Labs is a community engineering and fabrication studio, part of an international network of Fab(rication) Labs. AS220 Labs is a growing community of technology literate artists and makers of all ages, participants in a growing movement to provide democratic access to the tools of technology, through open hardware and software. The Labs offers access to computer-controlled machinery and other resources, affordable hands-on electronics and fabrication instruction, a vibrant learning community, and a certification program in digital fabrication, the Fab Academy, directed by Neil Gershenfeld of MIT’s Center For Bits and Atoms (CBA)."",Makerspace,""41.8230829,-71.415584""";;;;;
"Workshop88,""481 N Main St. Rear Building Unit B, Glen Ellyn, IL 60137"",Jim Williams,makerspace,24x7 for members,N/A,info@workshop88.com,www.workshop88.com,""Workshop 88 is a hackerspace (also known as a makerspace) located in Chicago’s western suburbs. Focused on science, technology, mechanics, culture and the digital arts we offer a space where people with diverse backgrounds can socialize, collaborate and learn. Through shared resources, knowledge and ideas we strive to create a space that promotes community and learning."",Hackerspace,""41.8775293,-88.0670118""";;;;;
"Soor,Soorpark,Max Gmuer,""electronics, services, fabrication, makerspace, plastic, machining, tools, metal, laser cutting, 3D printing, glass"",""8:00-12:00am, 1:30-5:30pm"",0041 79 773 78 00,max.gmuer@swicron.ch,www.swicron.ch,""machinery/equipment: cnc laser cutter, cnc mill cutter, cnc lathe, drill press, band saw,stereolitho/3d printing (3d systems, unimaker, printrbot), arduino development kit, various equipment for electrical, electronic and mechanical assembly, testing and measurement. Injection molding machine. 15 years of experience in micromachining (silicon, glass, polymers, metal) 10 years of experience in stereolithography and injection molding specialist in developing and manufacturing of exhibits for science centers"",Makerspace,""34.285558,-118.8820414""";;;;;
"West Coast Makers,""56 Inspiration Drive, Wangara, Perth, Australia"",Dwayne Black,makerspace,24/07/00-1,400 690 645,dwayneblack@3brothers.com.au,http://westcoastmakers.com,""A new makerspace in Perth, Australia. At our space you will find people into electronics, CNC, 3D printing, RC cars and more."",Makerspace,""-31.7981402,115.8396807""";;;;;
"DoES Liverpool,""Gostins Building, Hanover Street, Liverpool, L1 4LN, UK"",Adrian McEwen,""electronics, fabrication, art, makerspace, coworking, laser cutting, 3D printing, hardware"",,,hello@doesliverpool.com,http://doesliverpool.com,A co-working and makerspace in the heart of Liverpool. Home to the city's maker and tech startup community.,Makerspace,""53.40291,-2.9844238""";;;;;
"Woodcraft Supply,""6123 Backlick Road Springfield, Virginia 22150"",Nonya Bidniss,""retail, tools, wood, classes"",,(703) 912-6727,springfield-retail@woodcraft.com,woodcraft.com,""Woodcraft Supply, LLC is one of the nation's oldest and largest suppliers of quality woodworking tools and supplies. Materials, tools, and classes."",Store,""38.78335939999999,-77.18548799999999""";;;;;
"Tri-City Plastics,""6803 Central Ave., Newark CA"",Phil B,""retail, fabrication, plastic"",Mon-Thu 10am-5pm,510-742-8008,,www.tricityplastics.com,Plastic materials and fabrication.,Store,""37.5253315,-122.0286221""";;;;;
"Fabbr,Ohio,Lindsay,""services, fabrication, 3D printing, Custom Printing"",,,lindsay@fabbr.com,fabbr.com,""Fabbr is a place for all of your digital fabrication needs. The team at Fabbr uses a 3D printer to produce just about anything! We specialize in printing parts for RepRap machines. However, the prospect of on demand printing is very exciting! If you have a request please contact us. If you still aren't sure what you can do with a 3D printer, head on over to Thingiverse to see all of the cool designs. One of our jobs was making parts for the MakerBot crew. Here's what they had to say on their blog: """"One of the MakerBots (#170) made a ton of the pulleys for batch 7-9 MakerBots"""""",Store,""40.4172871,-82.90712300000001""";;;;;
"Artisan's Asylum,""10 Tyler St, Somerville MA"",Colin Galbraith,""electronics, fabrication, art, fabric / textiles, makerspace, plastic, composites, machining, coworking, tools, metal, wood, laser cutting, 3D printing, glass, paint, miscellaneous, hardware"",""Staffed Hours: 12-8pm, 7 days a week. Starting on Saturday, Feb 2, staffed hours on weekends will be: 10am – 6pm."",(617) 863-7634,info@artisansasylum.com,http://artisansasylum.com,""Artisan's Asylum, Inc. is a 40,000 sq ft non-profit community makerspace near Union Square in Somerville, Massachusetts. Our mission is to support and promote the teaching, learning and practicing of craft of all varieties. To support that mission, we offer the following: 1. A fully equipped and maintained manufacturing facility, which will include but is not limited to a metal shop, a woodworking shop, welding facilities, general assembly areas, a fabric studio, painting facilities, electronics and robotics, jewelry, glassworking, computer lab, 3D printing, laser cutting, and more! 2. Monthly and daily membership plans for the general public to access said facility on weekends and after working hours to encourage DIY culture and community craftsmanship 3. A large range of affordable, publicly-accessible skill-based and results-based craftsmanship classes offered by local artisans 4. Affordable daytime space and equipment rental to local professional artists and businesspeople int…"",Makerspace,""42.381152,-71.104342""";;;;;
"Type A Machines,926 Howard St,Espen Sivertsen,""retail, 3D printing"",Thu Sep 05 2013 00:00:00 GMT-0700 (PDT),4153593370,info@typeamachines.com,www.typeamachines.com,Located inside TechShop on the 3rd floor. Appointments preferred!,Store,""34.9636407,-81.9538525""";;;;;
"Beall Center for Art + Technology,""712 Arts Plaza University of California, Irvine Irvine, CA 92697-2775"",Bequi Howarth,""art, museum"",Tuesday and Wednesday: 12–5pm Thursday–Saturday: 12–8pm Closed Sunday and Monday,(949) 824-6206,syoungha@uci.edu<syoungha@uci.edu,http://beallcenter.uci.edu/,""MISSION STATEMENT The mission of the Beall Center is to support research and exhibitions that explore new relationships between the arts, sciences, and engineering, and thus, promote new forms of creation and expression using digital technologies. The Beall Center aspires to redefine the museum/gallery experience, both in content and form, formulating answers to the questions of how technology can be used effectively, not only to create new forms of art, but also to connect artist to artist, and artist with audience."",Makerspace,""33.6501187,-117.8389424""";;;;;
"Vocademy,coming soon in Riverside,Bequi Howarth,makerspace,""We will be open 7 days a week, 9am to midnight!"",(951)266-6630,info@Vocademy.com,http://www.vocademy.com/,""""""Vocademy is an idea that I have had for many years. A place that teaches “hands-on” vocational, shop and Do-It-Yourself skills. Then we add a “dream workshop” for those in the community that want to learn, build, create and become “Makers!” ~ Gene Sherman"",Hackerspace,""33.9533487,-117.3961564""";;;;;
"The Exploratory,""13428 Maxella Ave #671, Marina del Rey, California 90292"",Bequi Howarth,""makerspace, coworking, museum"",""Madly Making Orange, LLC"",(310) 633-0447,chieftinkerer@theexploratory.com,http://www.theexploratory.com/,""The Exploratory is an Exploration Lab where children are immersed in the joys of inquiry and play based learning experiences through Tinkering and Making Makeshops. We bring Making and Tinkering to schools and community event with our MakeMobile, produce teacher and parent Makeshops that introduce the possibilities of Making and Tinkering, provide after-school programs and longer Makeshop camps for children, produce Makeshop community events to introduce the wonders of Making and Tinkering."",Makerspace,""33.9868811,-118.4409809""";;;;;
"Making Awesome,""119 Century Park Drive, Tallahassee FL"",R Morgan,makerspace,5:30 PM - close,850-564-MAKE (6253),info@makingawesome.org,http://www.makingawesome.org,""Making Awesome is the name of Tallahassee's first Maker Space, a community of people who share tools, talents and materials to make real things that they couldn't make with their own individual resources. Common projects at other maker spaces include electronics, robotics, 3D printing, fabrics crafting, metal working, and just about every combination thereof. Our mission is to provide a space for collaboration, learning and doing. We believe that sharing our skills is just as important as sharing our tools. Making Awesome is dedicated to teaching anyone who wants to learn how to make anything. If we don't know how, we'll be happy to learn along with you. Making Awesome has a public open house/demo night each Wednesday starting at 6PM. Bring a project, an idea or something that needs fixing."",Makerspace,""30.441348,-84.344128""";;;;;
"Global Phygital Brands,Madrid,Jorge Vallet,""services, coworking, tools, miscellaneous, Gastro"",,34 660 828 513,jorgevallet@gmail.com,www.brandoing.com,""Independent company helping the small makers community in Spain to create new things (from Madrid, Valencia and Ibiza). Good skills in gastronomy-making (3D printing food, science+food...)."",Makerspace,""40.4167754,-3.7037902""";;;;;
"Wakku studio,""753-1 Daejadong, Deokyanggu, Goyangsi, Gyeonggido, South Korea"",Seong Hwan Rho,""makerspace, coworking, wood, laser cutting, 3D printing"",,#ERROR!,crystalx@gmail.com,,""We have a 200m2 space for tinkering. We do some wood work, making furniture at the moment. We also have a180W CO2 laser cutter and planning to get 3D Printer soon. We are not a company but a serious hobbyists. If you are a maker in Korea, let's make together!"",Makerspace,0";;;;;
"Metal by the Foot,""3600 East Truman Road, Kansas City Mo 64127"",Allen Ingling,""supplier, tools, metal"",""Monday thru Friday 8:00am to 5:00pm, Saturday 8:00am to Noon"",(816) 241-5550,customerservice@metalbythefoot.com,http://www.metalbythefoot.com/,""excerpted from the Metal by the Foot website: """"We are a small and large quantity metals distributor, with over 750,000# of on hand inventory, not including our showroom hardware items, and tools. We specialize in steel, aluminum, brass, and stainless standard shapes and sizes, as well as quality metal related tools and hardware. Everything you might need to complete a project...Showroom inventory includes, ornamental iron pieces, casters, wheels, tools, safety equipment, welding supplies, cutting fluids, drill bits, taps & dies, and one of the largest selections of fasteners in Kansas City. At Metal by the Foot we specalize in """"Right Now"""" metal sales."""""",Store,""39.0944311,-94.5399381""";;;;;
"All Electronics,""14928 Oxnard St. Van Nuys, CA 91411-2610"",Fritz,""surplus, electronics, tools, miscellaneous"",,(888) 826-5432,allcorp@allcorp.com,www.allelectronics.com,Supplier of pre-owned and surplus electronic and electro-mechanical supplies. A very eclectic collection of components.,Store,""34.178875,-118.458368""";;;;;
"i3 Detroit,""1481 Wordsworth, Ferndale, MI 48220"",Paul Kerchen,""electronics, fabrication, art, fabric / textiles, pcb, makerspace, machining, tools, laser cutting, 3D printing, miscellaneous"",,(248) 556-9995,contact@i3detroit.com,http://www.i3detroit.com,Detroit's premier hackerspace!,Hackerspace,""42.453829,-83.1139""";;;;;
"Dynepic LLC,""1122 Folly Rd, Charleston, SC 29412"",Andrew,""services, fabrication, hardware"",,(410) 353-4872,andrew@dynepic.com,www.dynepic.com,,Makerspace,""32.726071,-79.96707599999999""";;;;;
"MakersFactory,""877 Cedar St #122, Santa Cruz, California"",Tané Tachyon,""services, fabrication, makerspace, laser cutting, 3D printing, Animation, Robotics"",""Monday-Friday: 10am-5pm, Saturday: 12noon-3pm"",831-621-0801,info@makersfactory.com,http://makersfactory.com/,""Your Santa Cruz resource for 3D printing, animation, modeling, and robotics."",Makerspace,""36.9742119,-122.0276249""";;;;;
"Test Resource,3579 17th St.,Andrew Sliwinski,supplier,,,,,,Hackerspace,""32.7514489,-99.88387399999999""";;;;;
"Artisans Ssylum,10 Tyler Street Somerville MA 02143,Dale Chayes,""electronics, fabrication, art, fabric / textiles, makerspace, machining, metal, wood, 3D printing, glass"",""12-8pm, 7 days a week"",(617) 863-7634,info@artisansasylum.com,www.artisansasylum.com,""Artisan’s Asylum, Inc. is a non-profit community craft studio located at 10 Tyler Street, in Somerville, Massachusetts. Our mission is to support and promote the teaching, learning and practicing of craft of all varieties. To support that mission, we offer the following: A fully equipped and professionally maintained manufacturing facility, which includes capabilities for precision metal machining, electrical fabrication, welding, woodworking, sewing & fiber arts, robotics, bicycle building and repair, lampworking, jewelry, computer-aided design, and screenprinting A large range of affordable, publicly-accessible classes in these areas and more offered by local artisans, either focusing on creating a final product the student can take home after the class or general training for specific tools Monthly and daily membership plans for the general public to access our facility on weekends and after working hours, encouraging DIY culture and community craftsmanship Affordab…"",Hackerspace,""42.381152,-71.104342""";;;;;
"West Seattle Tool Library,""4408 Delridge Way SW, Seattle, WA 98106"",Derek Gaw,""makerspace, hardware"",It's complicated,(206) 317-4671,,http://wstoollibrary.org/,""Combine a book library with a community orchestra, then add chainsaws. The West Seattle Tool Library provides free, community access to a wide variety of tools, training, and sustainable resources."",Makerspace,""47.563775,-122.363035""";;;;;
"Area 42,""6403 Clemens Ave, St Louis, MO 63130"",Colin Faulkingham,makerspace,Sat 9 am - 11am,3143722051,colin@area-42.org,http://area-42.org/,,Hackerspace,""38.6590739,-90.3032939""";;;;;
"Make Lehigh Valley,905 Harrison St.,Josiah Ritchie,""electronics, makerspace, miscellaneous, community"",Thu Sep 05 2013 00:00:00 GMT-0700 (PDT),,,http://makelehighvalley.com,,Hackerspace,""41.5289572,-90.57705879999999""";;;;;
"Hive 4a,905 Harrison St.,Josiah Ritchie,""makerspace, coworking, business incubator"",Thu Sep 05 2013 00:00:00 GMT-0700 (PDT),,,http://hive4a.org,""Hive 4A is an entrepreneurial development initiative of the Allentown Economic Development Corporation. Founded in 2011 as part of the Bridgeworks Enterprise Center’s Small Business Incubation program, Hive 4A seeks to develop flexible, collaborative workspaces for creative professionals in the Lehigh Valley."",Makerspace,""41.5289572,-90.57705879999999""";;;;;
"Nova Labs,""11409-F Sunset Hills Rd. Reston, VA 20190"",gfc,makerspace,see website calendar,(571) 313-8908,membership@nova-labs.org,nova-labs.org,""Nova Labs is a nonprofit MakerSpace located in Reston, Virginia. We provide the space and tools to grow a community where enthusiastic collaborators of any skill level can converge to make things."",Makerspace,""38.9507827,-77.3394004""";;;;;
"SCRAP,""801 Toland St San Francisco, CA 94124"",:),""supplier, retail, art, fabric / textiles, plastic, metal, wood, recycled"",Monday through Saturday 9:00am to 5:00pm,(415) 647-1746,scrap@scrap-sf.org,http://www.scrap-sf.org/,""SCRAP is a non-profit creative reuse center, materials depot, and workshop space founded in 1976 in San Francisco, California. SCRAP breathes new life into old objects and reduces waste by diverting over 200 tons of materials heading to landfill every year. Donations of quality re-usable materials such as textiles, buttons, paper, craft and office supplies, plastics, and wood are collected from businesses, institutions, and individuals then sorted and made available to teachers, parents, artists, and organizations."",Store,""37.7421951,-122.4004319""";;;;;
"Orvac Electronics,""1645 East Orangethorpe Avenue Fullerton, CA 92831"",Bequi Howarth,""electronics, retail"",Monday-Friday: 8:30am-6:00pm";" Saturday: 9:00am-5:30pm,(714) 871-1020,not available,http://orvac.com/,""Orvac Electronics is a family owned electronics distributor located in Southern California. Orvac has been providing our customers with great service and quality products since the late 1950's. Our customer base is large and includes industrial customers, governmental facilities, hospitals, educational, and commercial markets as well as home users and electronics hobbyists. We stock a wide variety of products including electronic components, relay's & switches, data & networking products, video security, structured cabling, commercial sound equipment, wire & cable, audio & video accessories and test equipment. We are very proud to have a large selection of products and a dedicated team of knowledgeable sales professionals to service our customer's needs."",Store,""33.86006,-117.898594""";;;;
"LA Hackerspace,""1933 S. Broadway, #1138 Los Angeles, CA 90007"",Bequi Howarth,makerspace,varies,(213) 632-9852,awesome@lamakerspace.com,http://lamakerspace.com/,The Los Angeles Makerspace is a non-profit community space for makers and tinkerers of all ages to create and collaborate.,Makerspace,""34.030805,-118.266853""";;;;;
"Pagoda Arts,2207A Quesada,Gabe Smedresman,""services, fabrication, plastic, composites, wood, laser cutting"",M-F 9-6,415.823.7280,alext@pagodaarts.com,http://pagodaarts.com/,""Your ideas and designs come to life when cut out or engraved using our CO2 laser system. We have the experience and versatility to insure the best quality and attention to detail in all your projects. From unique art to precision manufacturing, Pagoda Arts can help your work turn out great. We work with your files or artwork and engrave and cut in a wide variety of materials. Sorry No Metal Cutting available. Where you make things matters too. We believe local is best."",Hackerspace,""-34.7216799,-58.45733589999999""";;;;;
"All Electronics,""14928 Oxnard St. Van Nuys, CA 91411-2610"",Fritz,""surplus, electronics, tools, miscellaneous"",Open Monday thru Friday 9 AM to 6:30 PM. Open Saturday and Sunday 9 AM to 5 PM.,(888) 826-5432,allcorp@allcorp.com,www.allelectronics.com,Supplier of pre-owned and surplus electronic and electro-mechanical supplies. A very eclectic collection of components.,Store,""34.178875,-118.458368""";;;;;
"Open Shed,""Champions Yard, Causeway Head, Penzance. Cornwall. UK. TR182TA"",Wo King,""electronics, makerspace, coworking, tools, metal, miscellaneous, hardware"",9am to 8pm,1 736 367 516,people@openshed.org,http://openshed.org,""We are a CO-OP Hackspace for coders and makers in Penzance, Cornwall the home of the Pirates and being near the Land's End one of the most remote. Open Shed is many things a Hackspace, Makerspace, Cafe, Bike Kitchen, Co-Working area and much more. Due to the artistic history of the area we are now working with the local Universities in mashing together art and digital in interesting ways with those projects coming online in the next few months. So please visit or just drop us an email. We always love to talk about what we do."",Hackerspace,""50.1196849,-5.5390231""";;;;;
"Radio Shack,651 Nicollet Ave Minneapolis,Caveman,""electronics, retail, tools"",Mon-Fri 8 am - 7 pm Saturday 10 am - 6 pm Sunday Closed,(612) 333-3954,,http://www.radioshack.com,Small selection of Arduinos. Soldering supplies. Product enclosures. Has some desecrate parts but tend to be over-priced.,Store,""44.9770574,-93.27209169999999""";;;;;
"3rd Ward,""195 Morgan Avenue Brooklyn, NY 11206"",Andy Singh,""electronics, metal, wood, plastics, casting"",,(718) 715-4961,,http://www.3rdward.com,""3rd Ward is a multi-disciplinary workspace and education center. You can take advantage of their Wood Shop, Metal Shop, Photo Studios, Jewelry Studios and Coworking Space, as well as learn new skills in one of their many classes."",Makerspace,""40.7108748,-73.9338303""";;;;;
"Club Workshop,""999 Vallejo Street #2, Denver, Colorado, 80204"",John Jordan,""fabrication, fabric / textiles, makerspace, machining, tools, metal, wood, laser cutting, 3D printing, paint, miscellaneous"",9am - 11pm,(720) 324-7222,,http://www.clubworkshop.com/,""Denver's premier (only?) makerspace. Complete autoshop, metal shop, wood shop, CNC router, laser, plasma cutter, vinyl cutter, 3D printing, and more."",Makerspace,""39.732482,-105.013261""";;;;;
"Hackerspace Charlotte,""1111 D Hawthorne LN Charlotte, NC 28205"",Myles Henderson,""electronics, makerspace, tools, 3D printing, miscellaneous"",,,,http://www.hackerspacecharlotte.org,""Hackerspace Charlotte is a non-profit organization where people with common interests, usually in computers, technology, or digital/electronic art can meet, socialize and collaborate."",Hackerspace,""35.2248329,-80.818361""";;;;;
"MicroCenter,""750 Central Park Ave Yonkers, NY 10704"",raphael.polanco,""services, makerspace"",09:30 to 20:00,(914) 595-3020,,http://www.microcenter.com/,""Great deals on computers and electronics including video cards, motherboards, ram, disc drives, monitors, etc."",Store,""40.924753,-73.8561809""";;;;;
"Kwartzlab Makerspace,""33 Kent Ave., Kitchener, ON Canada N2G 3R2"",Mark,""electronics, fabrication, art, fabric / textiles, pcb, makerspace, machining, coworking, tools, metal, wood, laser cutting, 3D printing, paint, miscellaneous, hardware"",,,info@kwartzlab.ca,kwartzlab.ca,""Kwartzlab is a membership-driven technology & arts-oriented community workshop (or: maker space) aimed to foster a creative, co-operative community with a wide range of disciplines. Our ultimate goal is the pooling of knowledge, experience and physical resources to enable anyone, (regardless of background) to bring their own ideas and projects into reality."",Makerspace,""43.4428814,-80.4774697""";;;;;
"marschallmarketing,2119 avenida de las flores,James Scott,pcb,24/07/00-1,408-727-9866,jlscott@pacbell.net,marschallmarketing.com,""PCB design, capture, and layout. please go to our website for more information."",Makerspace,""34.2078974,-118.8414977""";;;;;
"Parallel Development,""810 Humbolt Street Brooklyn, NY 11222"",Andy Singh,""services, fabrication, plastic, metal, laser cutting, 3D printing, design, CNC, drafting"",,(718) 599-0037,info@paralleldevelopment.net,http://www.paralleldevelopment.net,""Parallel Development is a design and fabrication studio specializing in electronic media systems and custom LED displays. Services include project management, design, engineering, fabrication, installation and maintenance."",Store,""40.7299279,-73.9460354""";;;;;
"marschall marketing,2119 avenida de las flores santa clara ca 95054,sarah marschall scott,""electronics, services, pcb, hardware, designer"",24-7 we are here for you.,408-727-9866,jlscott@pacbell.net,marschallmarketing.com,PCB capture and layout many years in biz. Please check or Website for more information up to date with latest technology including DDR3. Contact James Scott senior designer jlscott@pacbell.net Or jlscott@marschallmarketing.com,Makerspace,""37.403309,-121.962034""";;;;;
"Ada's Technical Books,""1703 Broadway East, Seattle, WA 98102"",SimplicityGuy,""distributor, retail, Books"",10am-8pm,(206)322-1058,,http://seattletechnicalbooks.com/,Great book store and small selection of electronics. They sell both new and used books,Store,""47.6349248,-122.32118""";;;;;
"Makerspace56,""Le Prisme, PIBS, F56000 Vannes France"",Christophe,""electronics, fabrication, art, pcb, makerspace, plastic, machining, tools, wood, laser cutting, 3D printing"",,,,www.makerspace56.org,,Makerspace,""47.658236,-2.760847""";;;;;
"MakerBar,""38 Jackson St., Hoboken, NJ"",Bert Hartmann,""fabrication, art, makerspace, composites, machining, tools, wood, 3D printing, miscellaneous, hardware"",,855 625-3722,hello@makerbar.com,MakerBar.com,""The MakerBar is a member supported Hackerspace in Hoboken, NJ. It provides a space for exploration and learning to the Northern NJ and NYC communities. It is regularly open to the community. Details on events are available on the website."",Hackerspace,""40.7373047,-74.0417947""";;;;;
"YouDoIt,""40 Franklin St, Needham, MA"",Mochaboy,""electronics, retail"",""M-F 8-9, S 8-6, Sun closed"",(781) 449-1005,sales@youdoitelectronics.com,http://www.youdoitelectronics.com,""Audio, video and electronic accessories"",Store,""42.3052412,-71.2242955""";;;;;
"Hackspace Lucerne,""Güterstrasse 6, Lucerne, Switzerland"",j45ch,""electronics, fabrication, art, makerspace, coworking, miscellaneous"",MO/WED 19:00-23:00,077 488 58 23,,http://kubulabor.blogspot.ch/,""HACKSPACE LUCERNE Der Hackspace Lucerne ist die elektronische Werkstatt des LABORs. Sie befindet sich in einer ehemaligen Baracke der Post, gerade beim Bahnhof Luzern. Wir treffen uns – zum Austausch zwischen Kultur, Technologie, Kunst, Wissenschaft, – für Workshops und Einführungen, – zur Forschung im Bereich von neuen Medien, – fürs Löten an eigenen Projekten. Jeweils Mittwochs ab 20:00 Uhr. Dazu sporadisch an Montagen: «Arduino Nights». Informelles Treffen zu allen Themen rund ums Arduino. Einführungen, Projekte, Spezialanwendungen. Wir sind zuhause an der Güterstrasse 6 in Luzern. Türklingel: 077 488 58 23."",Hackerspace,""47.046433,8.3130708""";;;;;
"Southeast Portland Tool Library,""2800 SE Harrison St, Portland, OR 97214"",GCD,tools,""Sat 9a-2p, Tue 5:30-7p"",,,www.septl.org,""The SE Portland Tool Library is an all-volunteer library of home and garden tools which may be borrowed free of charge by SE Portland residents. We are just like a library that lends books, we just happen to deal in saws, hammers, rakes, ladders, and seeds! Membership is FREE! You just have to be over 18 and a resident of SE Portland within SE Uplift’s boundaries."",Makerspace,""45.5083837,-122.6375076""";;;;;
"HacDC,1525 Newton St NW Washington DC 20010,The Doctor,""electronics, fabrication, art, pcb, makerspace, plastic, composites, machining, tools, metal, wood, 3D printing, paint, miscellaneous, hardware, amateur radio"",Whenever there is a dues paying member to unlock the door.,,blabber@hacdc.org,http://hacdc.org/,""HacDC is a community organization in Washington, D.C. devoted to collaboration in the creative use of technology. Founded in 2008 by a diverse group of engineers, artists, and hobbyists, HacDC hosts free and open activities to share knowledge, skills, and ideas. A combined meeting space and workshop is stocked with specialized tools and supplies useful for the collaborative development of technological and artistic projects. HacDC works to: * Build and maintain spaces suitable for technical and social collaboration. * Collaborate on all forms of technology, culture and craft in new and interesting ways. * Apply the results of its work to specific cultural, charitable and scientific causes. * Freely share its research and discoveries, using what is learned to teach others. * Recruit and develop talented members dedicated to these purposes."",Hackerspace,""38.9335502,-77.03585389999999""";;;;;
"The Clubhou.se,""816 Broad St. Augusta, GA 30904"",Chris Williamson,""makerspace, coworking, tools, 3D printing"",,,heythere@theclubhou.se,http://theclubhou.se/,theClubhou.se is the place where ideas come to life. A place where the best and brightest of Augusta's tech crowd get together and make great ideas happen.,Hackerspace,""33.475281,-81.96595789999999""";;;;;
"Associated Fabrication,""72 North 15th Street Brooklyn, NY 11211"",Andy Singh,""3D printing, fabrication, design, laser cutter, plastic, metal, wood, digital drafting"",,(718) 387-4530,info@associatedfabrication.com,http://www.associatedfabrication.com,""Associated Fabrication is a full-service digital fabrication and architectural millwork company serving architects, contractors, furniture makers, artists and students in New York City."",Store,""40.7235981,-73.95529739999999""";;;;;
"HackerMoms,""3288 Adeline Street Berkeley, CA 94703"",Chris Anderson,makerspace,,,,http://mothership.hackermoms.org/,,Hackerspace,""37.8488416,-122.2714992""";;;;;
"Sparkfun Electronics,""6175 Longbow Dr Boulder, CO 80301"",walrus,""supplier, distributor, electronics, pcb, tools, miscellaneous, hardware"",9-5 MT,303-284-0979,,http://www.sparkfun.com/,""Online retailer of electronic/prototyping components. Online ordering only w/ option for local pickup. No brick & mortor retail space. """"SparkFun is an online retail store that sells the bits and pieces to make your electronics projects possible. No matter what your vision is, our products and resources are designed to make the world of electronics more accessible to the average person."""""",Store,""40.0642802,-105.2106046""";;;;;
"Saskatoon Techworks,422 44th St E,Anon,makerspace,,,,http://sktechworks.ca,,Makerspace,""52.1615207,-106.6632471""";;;;;
"kwartzlab makerspace,""33 Kent Avenue, Kitchener, Ontario, Canada"",Cory George,makerspace,Tuesdays from 7:00PM - 10:00PM,,,http://www.kwartzlab.ca,""kwartzlab is a not-for-profit makerspace that provides an environment to learn, teach, work-on, build and create next generation technology";" including software, hardware, electronics, art, sewing, woodworking, metalwork, games, etc"",Makerspace,""43.4428814,-80.4774697""";;;;
"Bataeff Salvage,""244 Mountain View Avenue, Santa Rosa, CA 95407"",jlerch,""supplier, surplus, electronics, retail, services, pcb, tools, metal, miscellaneous, hardware"",8:30-5:30 closed Sun,707 584-8401,Bataeff@juno.com,www.bataeffsalvage.com/,""2+acres of nuts, bolts, wire, rope, barrels, raw steel, copper, alum, mil surplus, tools. The most amazing junk store in America. buys and sells by oz, lbs, tons"",Store,""38.378812,-122.705169""";;;;;
"Area515,1350 E. Washington,Davin V Jones,makerspace,,5153069439,Area515DSM@gmail.com,Area515.org,,Makerspace,""38.896165,-76.98655509999999""";;;;;
"Tanner Electronics,""1100 Valwood Pkwy, Carrollton, TX"",sam de la garza,""supplier, surplus, electronics, retail"",,,,,,Store,""32.94021,-96.906998""";;;;;
"DCM Fabrication,""63 Flushing Ave Brooklyn, NY 11205"",Andy Singh,""services, fabrication, plastic, metal, wood, laser cutting, casting, molding, design"",,(718) 625-7900,info@dcmfabrication.com,http:/ /www.DCMfabrication.com,""DCM Fabrication Inc. offers a wide selection of fabrication and installation services for architects, artists and designers of all types. Their studios are located in the Brooklyn Navy Yard and are equipped with state-of-the-art machinery for wood, metal and plastic work, prototype sculpting, resin and plastic casting, sandblasting, lathe-work and milling, CNC routing and laser-cutting. DCM can work from architectural or engineering drawings, CAD files or other forms of documentation, or we can work with you directly as you develop the design of your project."",Store,""40.6986452,-73.97503499999999""";;;;;
"HI Capacity,307C Kamani St,Matthew,""makerspace, 3D printing"",""9AM-10PM weekdays, 10AM-6PM weekends"",,maker@hicapacity.org,http://hicapacity.org,,Hackerspace,""21.2966654,-157.8570183""";;;;;
"NYC Resistor,""87 3rd Avenue, 4th Floor, Brooklyn, NY 11217"",Camden Daily,""electronics, makerspace, laser cutting, 3D printing, hardware"",,,contact@nycresistor.com,http://www.nycresistor.com/,""NYC Resistor is a hacker collective with a shared space located in Boerum Hill, Brooklyn. We meet regularly to share knowledge, hack on projects together, and build community. If you’re interested in joining NYC Resistor, come to some of our public meetings (like the study group listed below) or join the NYC Resistor mailing list."",Hackerspace,""40.68351699999999,-73.981518""";;;;;
